var_	acc_var_	original_varname	acc_varname	groupid	notes
3442		Weight (g)	Weight	NOPO	NULL
3443		Anus	Alnus	TRSH	NULL
3444		Robinia	Robinia pseudacacia	TRSH	NULL
3445		Kiwi	Actinidia deliciosa	TRSH	NULL
3446		Allium type	Allium-type	HERB	NULL
3447		Asparagus cf.	Indeterminable: unknown	INUN	NULL
3448		Avena/Triticum group	Avena/Triticum-type	HERB	NULL
3449		Beta type	Beta	HERB	NULL
3450		Brassica type	Brassicaceae	HERB	NULL
3451		Chenopodium type	Chenopodiaceae/Amaranthaceae	HERB	NULL
3452		Daucus type	Apiaceae	HERB	NULL
3453		Hornungia type	Hornungia-type	HERB	NULL
3454		Linaria type	Linaria-type	HERB	NULL
3455		Matricaria type	Matricaria-type	HERB	NULL
3456		Not determined	Indeterminable: unknown	INUN	NULL
3457		Nymphaea cf. alba	Nymphaea	AQUA	NULL
3458		other deciduous Quercus	Quercus robur-type	TRSH	NULL
3459		Phragmites australis cf.	Poaceae	HERB	NULL
3460		Pyrus/Malus cf.	Indeterminable: unknown	INUN	NULL
3461		Quercus cerriscf.	Quercus	TRSH	NULL
3462		Quercus ilex type	Quercus ilex-type	TRSH	NULL
3463		Saxifraga cf.	Indeterminable: unknown	INUN	NULL
3464		Typha/Sparganium type	Sparganium-type	AQUA	NULL
3465		Urtica cf. pilulifera	Urtica	HERB	NULL
3466		Urtica membranacea	Urtica membranacea-type	HERB	NULL
3467		Verbascumcf.	Indeterminable: unknown	INUN	NULL
3468		Anethum	Anethum	HERB	NULL
3469		Cornus sanguinea cf.	Indeterminable: unknown	INUN	NULL
3470		Ranunculus macrophyllus	Ranunculus macrophyllus	HERB	NULL
3471		Ricinus	Ricinus communis	TRSH	NULL
3472		Scirpus	Scirpus-type	HELO	NULL
3473		Solanum nigrum type	Solanum nigrum-type	HERB	NULL
3474		Typha angustifolia type	Sparganium-type	AQUA	NULL
3475		Ambrosia type	Ambrosia/Xanthium	HERB	NULL
3476		Cichorium intybus type	Crepis-type	HERB	NULL
3477		Hedysarum	Hedysarum	HERB	NULL
3690		EMA 9	EMA 9	INUN	NULL
3478		Mercurialis cf.	Indeterminable: unknown	INUN	NULL
3479		Peucedanum palustre type	Peucedanum-type	HERB	NULL
3480		Polygonum bistorta type	Polygonum bistorta-type	HERB	NULL
3481		Sambucus cf. nigra	Sambucus	TRSH	NULL
3482		Vicia faba	Vicia faba	HERB	NULL
3483		Aphanes	Aphanes	HERB	NULL
3484		Papaver cf.	Indeterminable: unknown	INUN	NULL
3485		Phragmites	Phragmites australis-type	HERB	NULL
3486		Pinus cf. nigra	Pinus	TRSH	NULL
3487		Salix cf. hastata	Salix	TRSH	NULL
3488		Senecio cf.	Indeterminable: unknown	INUN	NULL
3489		Forsythia europea type	Forsythia	TRSH	NULL
3490		Myriophyllum alterniflorum type	Myriophyllum alterniflorum	AQUA	NULL
3491		Myriophyllum spicatum type	Myriophyllum spicatum	AQUA	NULL
3492		Papaver rhoeas	Papaver rhoeas-type	HERB	NULL
3493		Peucedanum type	Peucedanum-type	HERB	NULL
3494		Rhamnus cf.	Indeterminable: unknown	INUN	NULL
3495		Scilla type	Ornithogalum-type	HERB	NULL
3496		Citrus cf.	Indeterminable: unknown	INUN	NULL
3497		Medicago cf.	Indeterminable: unknown	INUN	NULL
3498		Valeriana cf.	Indeterminable: unknown	INUN	NULL
3499		Lygustrum vulgare type	Ligustrum-type	TRSH	NULL
3500		Knautia arvensis type	Knautia	HERB	NULL
3501		Avena t.	Avena-type	HERB	NULL
3502		Brassicacaeae	Brassicaceae	HERB	NULL
3503		Charcoal concentration	Charcoal <50µm concentration	CHAR	NULL
3504		Ericales (tetrad)	Ericales (tetrad)	DWAR	NULL
3505		SCP	Spheroidal carbonaceous particle	NOPO	NULL
3506		t. 13	Type 13	FUNG	NULL
3507		t. 74	Type 74	UNPP	NULL
3508		Anemone typ	Anemone nemorosa-type	HERB	NULL
3509		Anthemis typ	Matricaria-type	HERB	NULL
3510		Carex typ	Carex	HELO	NULL
3511		Cerastium typ	Cerastium-type	HERB	NULL
3512		Ceratophyllum kolce	Ceratophyllum: spines	VEMI	NULL
3513		Cirsium typ	Asteraceae subf. Carduoideae	HERB	NULL
3514		Cornus sanquinea	Cornus sanguinea-type	TRSH	NULL
3515		Gnaphalium	Gnaphalium-type	HERB	NULL
3516		Helleborus viriolist	Helleborus	HERB	NULL
3517		Hornungia	Hornungia-type	HERB	NULL
3518		Humulus typ	Humulus lupulus	HERB	NULL
3519		idioblasty Nymphaea	Nymphaeaceae idioblast	VEMI	NULL
3520		Juniperus communis-type	Juniperus communis-type	TRSH	NULL
3521		Ped. bor.brev.	Pediastrum boryanum subsp. brevicorne	ALGA	NULL
3522		Pediastrum boryanum v.cornutum	Pediastrum boryanum var. cornutum	ALGA	NULL
3523		Pediastrum companulatum	Pediastrum boryanum var. complanatum	ALGA	NULL
3524		Pediastrum kawrayskyi	Pediastrum kawraiskyi	ALGA	NULL
3525		Pediastrum sp	Pediastrum sp.	ALGA	NULL
3526		Polyp zarodnie	Pteridophyta: sporangia	VEMI	NULL
3527		Ranunculus typ	Ranunculus-type	HERB	NULL
3528		Sambucus nigra typ	Sambucus nigra	TRSH	NULL
3529		Schoenoplectus	Scirpus-type	HELO	NULL
3530		Schoenus	Schoenus	HELO	NULL
3531		Silene typ	Silene-type	HERB	NULL
3532		Sinapis typ	Sinapis-type	HERB	NULL
3533		Trifolium typ	Trifolium-type	HERB	NULL
3534		trilete	Trilete spore(s)	VACR	NULL
3535		Carduus t.	Carduus-type	HERB	NULL
3536		Cladium cf	Cladium mariscus	HELO	NULL
3537		Galium typ	Geum-type	HERB	NULL
3538		Scorconera laciniata	Scorzonera laciniata	HERB	NULL
3539		Geum typ	Geum-type	HERB	NULL
3540		Helleborus niger	Helleborus niger	HERB	NULL
3541		Ped. angulosum	Pediastrum angulosum	ALGA	NULL
3542		Isoetes cf.	Indeterminable: unknown	INUN	NULL
3543		Jasione typ	Jasione montana-type	HERB	NULL
3544		Rosa typ	Rosa	TRSH	NULL
3545		Scrophularia typ	Scrophularia-type	HERB	NULL
3546		Caltha typ	Caltha-type	HELO	NULL
3547		Pediastrum forcipatum	Pediastrum boryanum	ALGA	NULL
3548		Pediastrum marvilense	Pediastrum	ALGA	NULL
3549		Pisum sativum	Pisum sativum	HERB	NULL
3550		Rhinanthus typ	Rhinanthus-type	HERB	NULL
3551		Adonis aestivalis	Adonis aestivalis-type	HERB	NULL
3552		Alchemilla pentaphyllea	Alchemilla	HERB	NULL
3553		cf juncus	Indeterminable: unknown	INUN	NULL
3554		Cardamine parviflora	Brassicaceae	HERB	NULL
3555		Hordeum typ	Hornungia-type	HERB	NULL
3556		Corylopsis	Corylopsis	TRSH	NULL
3557		PINUS sylv.	Pinus sylvestris-type	TRSH	NULL
3558		PINUS CEMBRA	Pinus cembra-type	TRSH	NULL
3559		PINUS indiff..	Pinus	TRSH	NULL
3560		LARIX	Larix/Pseudotsuga	TRSH	NULL
3561		ALNUS  incana	Alnus glutinosa-type	TRSH	NULL
3562		ALNUS viridis	Alnus viridis	TRSH	NULL
3563		ALNUS indiff.	Alnus	TRSH	NULL
3564		QUERCUS decid.	Quercus robur-type	TRSH	NULL
3565		TILIA	Tilia	TRSH	NULL
3566		SORBUS	Sorbus-type	TRSH	NULL
3567		VACCINIUM	Vaccinium	DWAR	NULL
3568		RUBUS idaeus	Rubus	TRSH	NULL
3569		ROSACEAE indiff.	Rosaceae (non-operculate)	TRSH	NULL
3570		BERBERIS	Berberis	TRSH	NULL
3571		cf. Filipendula	Filipendula	HERB	NULL
3572		SEDUM	Sedum-type	HERB	NULL
3573		ASTERACEAE aster.	Asteraceae subf. Asteroideae	HERB	NULL
3574		ASTERACEAE cichor.	Asteraceae subf. Carduoideae	HERB	NULL
3575		URTICACEAE	Urticaceae	HERB	NULL
3576		PLANTAGO indet.	Plantago	HERB	NULL
3577		PLANTAGO lanceol.	Plantago lanceolata-type	HERB	NULL
3578		PLANTAGO major	Plantago major	HERB	NULL
3579		CHENOPODIACEAE	Chenopodiaceae/Amaranthaceae	HERB	NULL
3580		RUMEX acetosa	Rumex acetosa-type	HERB	NULL
3581		RUMEX cf. obtusif.	Rumex crispus-type	HERB	NULL
3582		POLYGONUM bistorta	Polygonum bistorta	HERB	NULL
3583		CRUCIFERAE	Brassicaceae	HERB	NULL
3584		EPILOBIUM angustif.	Epilobium angustifolium-type	HERB	NULL
3585		FILICALES monol.	Monolete fern spores	VACR	NULL
3586		unidentified	Indeterminable: unknown	INUN	NULL
3587		BRYOPHYTA	Bryophyte spores	BRYO	NULL
3588		sample volume (Vp) (ml)	Sample volume (ml)	NOPO	NULL
3589		examined volume (Vg) (ml)	Sample volume analysed (ml)	NOPO	NULL
3590		sample weight (Pp) (grams)	Weight (g)	NOPO	NULL
3591		KETEELERIA	Keteeleria	TRSH	NULL
3592		CALLUNA	Calluna vulgaris	TRSH	NULL
3593		ERICACEAE indiff.	Ericales (tetrad)	DWAR	NULL
3594		CIRSIUM	Cirsium	HERB	NULL
3595		RUMEX indet.	Rumex/Oxyria	HERB	NULL
3596		SAXIFRAGACEAE	Saxifragaceae	HERB	NULL
3597		LEGUMINOSAE	Fabaceae	HERB	NULL
3598		CAMPANULACEAE	Campanulaceae	HERB	NULL
3599		LUZULA	Juncaceae	HERB	NULL
3600		FILICALES tril.	Trilete spore(s)	VACR	NULL
3601		CYSTOPTERIS	Cystopteris	VACR	NULL
3602		DRYOPTERIS	Dryopteris-type	VACR	NULL
3603		CARPINUS	Carpinus betulus	TRSH	NULL
3604		QUERCUS ilex	Quercus ilex-type	TRSH	NULL
3605		OLEACEAE indiff.	Oleaceae	TRSH	NULL
3606		AILANTHUS	Ailanthus	TRSH	NULL
3607		ILEX aquifolium	Ilex	TRSH	NULL
3608		POACEAE > 45 µm	Cerealia-type	HERB	NULL
3609		ACACIA	Acacia	TRSH	NULL
3610		CRATAEGUS	Crataegus	TRSH	NULL
3611		BUXUS	Buxus	TRSH	NULL
3612		VIOLA	Viola	HERB	NULL
3613		ASPLENIUM	Asplenium-type	VACR	NULL
3614		AESCULUS	Aesculus	TRSH	NULL
3615		MORUS	Morus	TRSH	NULL
3616		CELTIS	Celtis	TRSH	NULL
3617		PRUNUS	Prunus-type	TRSH	NULL
3618		RIBES	Ribes	TRSH	NULL
3619		GEUM	Geum-type	HERB	NULL
3620		GERANIUM	Geranium	HERB	NULL
3621		BORAGINACEAE	Boraginaceae	HERB	NULL
3622		TYPHA latif.	Typha latifolia-type	HELO	NULL
3623		PINUS indiff.	Pinus	TRSH	NULL
3624		PINUS t.nigra	Pinus sylvestris-type	TRSH	NULL
3625		PINUS t.sylvestris	Pinus sylvestris-type	TRSH	NULL
3626		CUPRESSUS	Juniperus-type	TRSH	NULL
3627		QUERCUS t.ilex	Quercus ilex-type	TRSH	NULL
3628		t.PLATANUS	Platanus	TRSH	NULL
3629		t. CRATAEGUS	Crataegus	TRSH	NULL
3630		t.PRUNUS	Prunus-type	TRSH	NULL
3631		t.HELIANTHEMUM	Helianthemum	HERB	NULL
3632		ERICA indiff.	Erica	DWAR	NULL
3633		CEREALIA t.	Cerealia-type	HERB	NULL
3634		ASTERACEAE lig.	Asteraceae subf. Cichorioideae	HERB	NULL
3635		PARIETARIA	Parietaria	HERB	NULL
3636		URTICA	Urtica	HERB	NULL
3637		sample weight (Pp)	Weight (g)	NOPO	NULL
3638		examined volume (Vg)	Sample volume (ml)	NOPO	NULL
3639		sample volume (Vp)	Sample volume (ml)	NOPO	NULL
3640		concentration (F.P.A., grains/gram)	Total concentration	NOPO	NULL
3641		TSUGA	Tsuga	TRSH	NULL
3642		ASTERACEAE tub.	Asteraceae subf. Asteroideae	HERB	NULL
3643		ERICA arborea	Erica arborea-type	TRSH	NULL
3644		URTICACEAE undiff.	Urticaceae	HERB	NULL
3645		ERICA carnea	Erica carnea	TRSH	NULL
3646		CORNUS	Cornus	TRSH	NULL
3647		PINUS t.pinaster	Pinus pinaster	TRSH	NULL
3648		MAGNOLIA	Magnolia-type	TRSH	NULL
3649		POLYGONACEAE	Polygonaceae	HERB	NULL
3650		MYCOPHYTA	Artemisia	HERB	NULL
3651		RUBUS	Rosaceae (non-operculate)	TRSH	NULL
3652		TAMUS	Tamus communis	HERB	NULL
3653		ROBINIA	Robinia pseudacacia	TRSH	NULL
3654		LINUM	Linum	HERB	NULL
3655		POLYGALA	Polygala	HERB	NULL
3656		Pinus (diploxylon)	Pinus sylvestris-type	TRSH	NULL
3657		Genista/Cytisus-type	Genista-type	TRSH	NULL
3658		Lamiaceae 6-colpate	Lamiaceae (hexacolpate)	HERB	NULL
3659		Rumex acetosa/Rumex acetosella-type	Rumex acetosa-type	HERB	NULL
3660		Scrophulariaceae	Scrophulariaceae	HERB	NULL
3661		Unknown pollen	Indeterminable: unknown	INUN	NULL
3662		Erica umbellata	Erica umbellata	DWAR	NULL
3663		Plumbaginaceae undiff.	Plumbaginaceae	HERB	NULL
3664		Myrica gale-type	Myrica	TRSH	NULL
3665		Asterosporium asterospermum	Asterosporium asterospermum	FUNG	NULL
3666		Avena Triticum group	Avena/Triticum-type	HERB	NULL
3667		Carpinus type	Carpinus betulus	TRSH	NULL
3668		Chenopodiaceae and Amaran.	Chenopodiaceae/Amaranthaceae	HERB	NULL
3669		Dryopteris cristata type	Dryopteris cristata-type	VACR	NULL
3670		Hordeum group	Cerealia-type	HERB	NULL
3671		indet. Pollen	Indeterminable: unknown	INUN	NULL
3672		Lamium album-Typ	Lamium album-type	HERB	NULL
3673		Monolete spore without perine	Monolete fern spores	VACR	NULL
3674		Rosaceae non-operculate	Rosaceae	TRSH	NULL
3675		Sinapis type	Sinapis-type	HERB	NULL
3676		Wild grass group	Poaceae	HERB	NULL
3677		Acer campestre type	Acer campestre-type	TRSH	NULL
3678		Asteraceae (liguliflorae)	Asteraceae subf. Cichorioideae	HERB	NULL
3679		Stachys sylvatica type	Galeopsis-type	HERB	NULL
3680		Anagallis tenella type	Anagallis tenella-type	HERB	NULL
3681		Sorbus-Gruppe	Sorbus-type	TRSH	NULL
3682		Ulmus glabra type	Ulmus/Zelkova	TRSH	NULL
3683		Betula-Tetrade	Betula: anther	MACR	NULL
3684		Hypericum perforatum type	Hypericum perforatum-type	HERB	NULL
3685		Ulex type	Genista-type	TRSH	NULL
3686		Tilia cordata-Typ	Tilia cordata-type	TRSH	NULL
3687		Caltha palustris type	Caltha-type	HELO	NULL
3688		Asteraceae liguliflorae	Asteraceae subf. Cichorioideae	HERB	NULL
3689		EMA 6	EMA 6	INUN	NULL
3691		Farn-Sporangium Bruchstück	Pteridophyta: sporangia	VEMI	NULL
3692		HdV 112	Indeterminable: unknown	INUN	NULL
3693		HdV 128B	Indeterminable: unknown	INUN	NULL
3694		HdV 207 Glomus cf. fasciculatum	Indeterminable: unknown	INUN	NULL
3695		HdV 44 Ustulina deusta	Indeterminable: unknown	INUN	NULL
3696		HdV 569	Indeterminable: unknown	INUN	NULL
3697		HdV 8b	Indeterminable: unknown	INUN	NULL
3698		Hornungia type	Brassicaceae	HERB	NULL
3699		Juglans regia type	Juglans regia	TRSH	NULL
3700		Micodalyellia armigera	Micodalyellia armigera	FUNG	NULL
3701		Monolete spore without perine cl.	Monolete fern spores	VACR	NULL
3702		Serratula type	Asteraceae subf. Asteroideae	HERB	NULL
3703		Vicia type	Vicia-type	HERB	NULL
3704		indet.	Indeterminable: unknown	INUN	NULL
3705		Charred particles >100 µm	Charred particles >100 µm	NOPO	NULL
3706		Markasit	Markasit	NOPO	NULL
3707		Exotic marker (Lycopodium) counted	Lycopodium (counted)	NOPO	NULL
3708		Exot (Lycopodium) added	Lycopodium (added)	NOPO	NULL
3709		Volumen	Volume or mass examined	NOPO	NULL
3710		Arcella catinus  type	Arcella catinus	RHIZ	NULL
3711		Dryopteris filix-mas type	Dryopteris filix-mas-type	VACR	NULL
3712		Helicoon klein	Helicoon klein	FUNG	NULL
3713		Humulus lupulus type	Humulus lupulus	HERB	NULL
3714		Lysimachia vulgaris type	Lysimachia vulgaris-type	HERB	NULL
3715		Sinapis type	Brassicaceae	HERB	NULL
3716		HdV 114	HdV 114	INUN	NULL
3717		HdV 126 G	HdV 126 G	INUN	NULL
3718		HdV 8B	HdV 8B	INUN	NULL
3719		charred material <100 µm	Charred material <100 µm	NOPO	NULL
3720		charred material >100 µm	Charred material >100 µm	NOPO	NULL
3721		Exotic counted	Exotics (counted)	NOPO	NULL
3722		Exot added	Marker (added)	NOPO	NULL
3723		Volume in cm³	Sample volume (ml)	NOPO	NULL
3724		Betula/Corylus	Betula/Corylus	TRSH	NULL
3725		Centropyxis platystoma	Centropyxis platystoma	TEAM	NULL
3726		Cerealia undiff. type	Cerealia-type	HERB	NULL
3727		Chenopodiaceae and Amaranthaceae	Chenopodiaceae/Amaranthaceae	HERB	NULL
3728		Gyratrix hermaphroditus 1A	Gyratrix hermaphroditus 1A	PLAT	NULL
3729		HdV 126 Gaeumannomyces	HdV 126 Gaeumannomyces	FUNG	NULL
3730		HdV 128	HdV 128	INUN	NULL
3731		HdV 128A	HdV 128A	INUN	NULL
3732		HdV 128B	HdV 128B	INUN	NULL
3733		HdV 130 Spirogyra smooth	HdV 130 Spirogyra smooth	ALGA	NULL
3734		HdV 142	HdV 142	INUN	NULL
3735		HdV 170 Rivularia	HdV 170 Rivularia	ALGA	NULL
3736		HdV 179	HdV 179	INUN	NULL
3737		HdV 229	HdV 229	INUN	NULL
3738		HdV 30 Helicoon pluriseptatum	HdV 30 Helicoon pluriseptatum	FUNG	NULL
3739		HdV 313D Mougeotia concave	HdV 313D Mougeotia concave	INUN	NULL
3740		HdV 359	HdV 359	INUN	NULL
3741		HdV 361	HdV 361	INUN	NULL
3742		HdV 361 clumps	HdV 361 clumps	INUN	NULL
3743		"HdV 369 ""Lemna"""	"HdV 369 ""Lemna"""	INUN	NULL
3744		HdV 44 Ustulina deusta	HdV 44 Ustulina deusta	INUN	NULL
3745		HdV 569	HdV 569	INUN	NULL
3746		HdV 569 clumps	HdV 569 clumps	INUN	NULL
3747		Micodalyella armigera Type 1A	Micodalyellia armigera	FUNG	NULL
3748		Neorhabdocoela Oocytes Teile	Neorhabdocoela Oocytes Teile	PLAT	NULL
3749		Oenanthe fistulosa type	Oenanthe	HERB	NULL
3750		Pediastrum spec.	Pediastrum	ALGA	NULL
3751		Polypodiaceae without perine	Monolete fern spores	VACR	NULL
3752		Potamogeton subgenus Potamogeton type	Potamogeton natans-type	AQUA	NULL
3753		Sparganium erectum type	Sparganium erectum	HELO	NULL
3754		charcoal <0,025mm	Charcoal <25µm	CHAR	NULL
3755		charcoal >0,025mm	Charcoal >25µm	CHAR	NULL
3756		charcoal >0,100mm	Charcoal >100µm	CHAR	NULL
3757		exot counted	Exotics (counted)	NOPO	NULL
3758		exot added	Exotics (added)	NOPO	NULL
3759		volume [cm³]	Sample volume (ml)	NOPO	NULL
3760		Cerealia indiff.	Cerealia-type	HERB	NULL
3761		EMA6	EMA6	INUN	NULL
3762		HdV 126 Gaeumannomyces sp.	HdV 126 Gaeumannomyces sp.	FUNG	NULL
3763		HdV 130 G	HdV 130 G	INUN	NULL
3764		HdV 146 Gloeotrichia	HdV 146 Gloeotrichia	INUN	NULL
3765		HdV 207 Glomus cf. fasciculatum	HdV 207 Glomus cf. fasciculatum	INUN	NULL
3766		Rumex obtusifolius type	Rumex crispus-type	HERB	NULL
3767		Spongae spicules	Spongae spicules	NOPO	NULL
3768		Volumen [cm³]	Sample volume (ml)	NOPO	NULL
3769		counted Exotic marker	Exotics (counted)	NOPO	NULL
3770		added Exototic marker	Exotics (added)	NOPO	NULL
3771		Hottonia	Hottonia palustris	HERB	NULL
3772		Pulmonaria type	Anchusa/Pulmonaria	HERB	NULL
3773		Armeria-type A+B	Armeria-type	HERB	NULL
3774		Botryococcus	Botryococcus cf. B. terribilis	ALGA	NULL
3775		Briophyte 340-type	Type 340	BRYO	NULL
3776		Chlorococcales	Chlorococcales	ALGA	NULL
3777		Eucalyptus	Eucalyptus spike (counted)	NOPO	NULL
3778		Foram	Foraminifera	INVE	NULL
3779		Hiphae	Fungal Hyphae	FUNG	NULL
3780		Lingulodinium	Lingulodinium	DINO	NULL
3781		Multiseptate conidia undet.	Multiseptate conidia undet.	FUNG	NULL
3782		Neobardocoela oocytes	Neorhabdocoela	PLAT	NULL
3783		Neurospora	Neurospora	FUNG	NULL
3784		Non-septate filamentous algae undet.	Non-septate filamentous algae undet.	ALGA	NULL
3785		Oscillatoria	Cyanobacteria	CYAN	NULL
3786		Fungal spore undet.	Fungal spore	FUNG	NULL
3787		Phragmospore undet.	Indeterminable: unknown	INUN	NULL
3788		Phytolith	Phytolith	NOPO	NULL
3789		Polypodium sporangia	Polypodium	VACR	NULL
3790		Pseudosquizaea spp.	Pseudosquizaea spp.	ALGA	NULL
3791		Ullotrix/Microspora-type	Ullotrix/Microspora-type	ALGA	NULL
3792		Sordariaceus ascospores	Sordariaceus ascospores	FUNG	NULL
3793		Spicules	Spicules	INUN	NULL
3794		Type 1066	Type 1066	FUNG	NULL
3795		Type 143	Type 143	FUNG	NULL
3796		Type 225	Type 225/229	ALGA	NULL
3797		Artropod	Invertebrata	INVE	NULL
3798		Xilariaceae	Xylariaceae	FUNG	NULL
3799		Macrobiotus	Macrobiotus	INVE	NULL
3800		Hyphopodium	Fungal Hyphae	FUNG	NULL
3801		Type 173	Type 173A	FUNG	NULL
3802		Type 227	Type 227	NOPO	NULL
3803		Eggs	Eggs: indeterminable	INUN	NULL
3804		Elater	Elater	MACR	NULL
3805		Juniperus/Cupressaceae	Juniperus-type	TRSH	NULL
3806		Polykrikos	Polykriko	DINO	NULL
3807		Type 180	Type 180	NOPO	NULL
3808		Vegetal	Vegetative remains	NOPO	NULL
3809		Nymphaea basal cells	Nymphaeaceae: base cells	VEMI	NULL
3810		Type 109	Type 109	NOPO	NULL
3811		Nematodes	Nematoda (roundworms)	NEMA	NULL
3812		Diatoms	Diatoms	ALGA	NULL
3813		Type 179	Type 179	INVE	NULL
3814		cf. Type 1024_Conidia, Brachysporium	Brachysporium	FUNG	NULL
3815		Cosmarium	Cosmarium	ALGA	NULL
3816		Type 1282	Type 1282	FUNG	NULL
3817		Typer 27	Type 27	FUNG	NULL
3818		Stomata undiff.	Stomata	VEMI	NULL
3819		Sambucus nigra-type	Sambucus nigra	TRSH	NULL
3820		Lilium martagon	Lilium	HERB	NULL
3821		Type 219	Type 219	NOPO	NULL
3822		Operculodinium	Operculodinium	DINO	NULL
3823		Spiniferites	Spiniferites	DINO	NULL
3824		Juglans-type	Juglans	TRSH	NULL
3825		Impagidinium	Impagidinium	DINO	NULL
3826		Protoperidinium	Protoperidinium	DINO	NULL
3827		Selenopenphix quanta	Selenopenphix quanta	DINO	NULL
3828		Votadinium spinosum	Votadinium spinosum	DINO	NULL
3829		Bitectatodinium tepikiense	Bitectatodinium tepikiense	DINO	NULL
3830		Nyphar	Nymphaeaceae	AQUA	NULL
3831		Epilobium type	Epilobium	HERB	NULL
3832		Diphasium sp.	Lycopodium clavatum-type	VACR	NULL
3833		Pteridaceae	Trilete spore(s)	VACR	NULL
3834		Isoëtes	Isoëtes	AQVP	NULL
3835		Lycopodium spike	Lycopodium spike (counted)	NOPO	NULL
3836		Androsace-type	Androsace	HERB	NULL
3837		Marker, found	Marker (counted)	NOPO	NULL
3838		Rhinanthus-group	Rhinanthus-type/Veronica-type	HERB	NULL
3839		Fenestrate undifferentiated	Indeterminable: unknown	INUN	NULL
3840		Ranunuculaceae	Ranunculaceae	HERB	NULL
3841		ricales	Ericales (tetrad)	DWAR	NULL
3842		Saxifraga cespitosa	Saxifraga cespitosa	HERB	NULL
3843		Pterocarya fraxinifolia type	Pterocarya	TRSH	NULL
3844		Polystichum type	Polystichum-type	VACR	NULL
3845		Sparganium emersum type	Sparganium emersum-type	HELO	NULL
3846		Thalictrum flavum type	Thalictrum flavum-type	HERB	NULL
3847		Non-operculate Rosaceae	Rosaceae	TRSH	NULL
3848		Plantago undiff. type	Plantago	HERB	NULL
3849		Rosaceae  undiff.  type	Rosaceae	TRSH	NULL
3850		Umbelliferae  undiff. type	Apiaceae	HERB	NULL
3851		Monolete spore with perine	Monolete fern spores	VACR	NULL
3852		Inaperturate,echinate grain	Indeterminable: unknown	INUN	NULL
3853		Monocolpate verrucate	Monolete fern spores	VACR	NULL
3854		Fagus clumps of two	Fagus	TRSH	NULL
3855		Ideterminable grains	Indeterminable: unknown	INUN	NULL
3856		Indet.	Indeterminable: unknown	INUN	NULL
3857		Type 44: Ustulina deusta	Ustulina deusta	FUNG	NULL
3858		Type 503	Type 503	INUN	NULL
3859		Arcella discoides C	Arcella discoides	RHIZ	NULL
3860		Monodictys E	Monodictys	FUNG	NULL
3861		Multi-septate fungal remain	Multi-septate fungal remain	FUNG	NULL
3862		Acer campestre type clumps of two	Acer campestre-type	TRSH	NULL
3863		Acer campestre type clumps	Acer campestre-type	TRSH	NULL
3864		Carpinus clumps	Carpinus betulus	TRSH	NULL
3865		Type 8 undiff.	Type 8 undiff.	INUN	NULL
3866		Type 32 A: Assulina muscorum	Assulina muscorum	RHIZ	NULL
3867		Type E	Type E	INUN	NULL
3868		Lactuceae undiff.  type	Asteraceae subf. Cichorioideae	HERB	NULL
3869		Fagus clumps	Fagus	TRSH	NULL
3870		Arcella C	Arcella	RHIZ	NULL
3871		Colchicum	Colchicum-type	HERB	NULL
3872		Caryophyllaceae undiff. type	Caryophyllaceae (periporate excl. Paronychioideae)	HERB	NULL
3873		Indet. clumps	Indeterminable: unknown	INUN	NULL
3874		Diospyros	Diospyros	TRSH	NULL
3875		Quercus clumps of two	Quercus	TRSH	NULL
3876		Rosaceae  undiff.  Type	Rosaceae	TRSH	NULL
3877		Matteuccia	Matteuccia struthiopteris	VACR	NULL
3878		Fabaceae undiff. type	Fabaceae undiff.	HERB	NULL
3879		Pterocarya frax. type clumps of two	Pterocarya	TRSH	NULL
3880		Ephedra distachya type	Ephedra distachya-type	TRSH	NULL
3881		Humulus lupulus type	Humulus/Cannabis	HERB	NULL
3882		Polygonum persicaria group	Persicaria maculosa-type	HERB	NULL
3883		Fern sporangia	Pteridophyta: sporangia	VEMI	NULL
3884		Trilete spore, bacculate	Trilete spore(s)	VACR	NULL
3885		Type 140 Valsaria variospora	Type 140 Valsaria variospora	FUNG	NULL
3886		Type 315 Spirogyra	Spirogyra	ALGA	NULL
3887		Polypodium vulgare type	Polypodium	VACR	NULL
3888		Rumex acetosa type clumps of two	Rumex acetosa-type	HERB	NULL
3889		Urtica dioica clumps of two	Urtica dioica	HERB	NULL
3890		Type 207 Glomus cf. Fasciculatum	Glomus cf. fasciculatum	FUNG	NULL
3891		Ambrosia type: Xanthium	Ambrosia/Xanthium	HERB	NULL
3892		Asteraceae undiff. type	Asteraceae	HERB	NULL
3893		Urtica dioica clumps	Urtica dioica	HERB	NULL
3894		Sambucus ebulus clumps	Sambucus ebulus	HERB	NULL
3895		Sambucus ebulus clumps of two	Sambucus ebulus	HERB	NULL
3896		Type 8b	Type 8b	FUNG	NULL
3897		Asplenium scolopendrium	Asplenium-type	VACR	NULL
3898		Euphorbia/Mercurialis	Euphorbia/Mercurialis	HERB	NULL
3899		Poaceae undiff. type	Poaceae	HERB	NULL
3900		Hedera helix type	Hedera	TRSH	NULL
3901		Dryopteris filix-mas type clumps of two	Dryopteris filix-mas-type	VACR	NULL
3902		Pteris cretica R	Pteris cretica	BRYO	NULL
3903		Rumex sanguineus group	Rumex crispus-type	HERB	NULL
3904		Valerianaceae/Dipsacaceae	Valerianaceae/Dipsacaceae	HERB	NULL
